"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2002","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-11",""
"SURVEY","2001","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2001","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2001","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2001","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-16",""
"SURVEY","2001","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-8",""
"SURVEY","2000","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2000","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-13",""
"SURVEY","2000","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-5",""
"SURVEY","2000","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-3",""
"SURVEY","2000","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-2",""
"SURVEY","1999","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-33",""
"SURVEY","1999","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1999","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-14",""
"SURVEY","1999","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","0",""
"SURVEY","1999","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","10",""
"SURVEY","1998","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-5",""
"SURVEY","1998","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-10",""
"SURVEY","1998","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","14",""
"SURVEY","1998","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","21",""
"SURVEY","1998","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","0",""
"SURVEY","1997","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","20",""
"SURVEY","1997","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","9",""
"SURVEY","1997","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-14",""
"SURVEY","1997","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","21",""
"SURVEY","1997","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-7",""
"SURVEY","1996","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","21",""
"SURVEY","1996","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","26",""
"SURVEY","1996","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","6",""
"SURVEY","1996","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-33",""
"SURVEY","1996","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-2",""
"SURVEY","1995","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-9",""
"SURVEY","1995","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-10",""
"SURVEY","1995","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-6",""
"SURVEY","1995","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","7",""
"SURVEY","1995","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1994","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1994","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-3",""
"SURVEY","1994","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","5",""
"SURVEY","1994","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","8",""
"SURVEY","1994","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","3",""
"SURVEY","1993","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-29",""
"SURVEY","1993","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","24",""
"SURVEY","1993","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","29",""
"SURVEY","1993","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-2",""
"SURVEY","1993","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-18",""
"SURVEY","1992","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","10",""
"SURVEY","1992","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1992","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","11",""
"SURVEY","1992","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","5",""
"SURVEY","1992","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-6",""
"SURVEY","1991","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-7",""
"SURVEY","1991","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-7",""
"SURVEY","1991","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","8",""
"SURVEY","1991","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-22",""
"SURVEY","1991","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","0",""
"SURVEY","1990","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","10",""
"SURVEY","1990","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1990","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-10",""
"SURVEY","1990","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-3",""
"SURVEY","1990","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-8",""
"SURVEY","1989","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","10",""
"SURVEY","1989","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-4",""
"SURVEY","1989","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-10",""
"SURVEY","1989","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-8",""
"SURVEY","1989","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-30",""
"SURVEY","1988","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-10",""
"SURVEY","1988","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-36",""
"SURVEY","1988","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-26",""
"SURVEY","1988","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-4",""
"SURVEY","1988","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","3",""
"SURVEY","1987","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1987","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","11",""
"SURVEY","1987","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1987","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-4",""
"SURVEY","1987","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","3",""
"SURVEY","1986","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","3",""
"SURVEY","1986","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1986","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-1",""
"SURVEY","1986","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1986","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","3",""
"SURVEY","1985","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-4",""
"SURVEY","1985","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-1",""
"SURVEY","1985","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-5",""
"SURVEY","1985","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","-3",""
"SURVEY","1985","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, 1 DAY AFTER CROP PRODUCTION REPORT - PRICE REACTION, MEASURED IN CENTS / BU","TOTAL","NOT SPECIFIED","5",""
